x,y,z,t
4.000000000000000222e-01,-2.500000000000000000e-01,4.143999999999999906e-01,3.464101615137754608e-01
4.000000000000000222e-01,-2.500000000000000000e-01,3.771999999999999797e-01,6.928203230275509217e-01
4.000000000000000222e-01,-2.500000000000000000e-01,3.327999999999999847e-01,1.039230484541326494e+00
4.000000000000000222e-01,-2.500000000000000000e-01,2.955999999999999739e-01,1.385640646055101843e+00
